postcode,seifa_disadvantage_score,seifa_disadvantage_decile,seifa_advantage_disadvantage_score,seifa_advantage_disadvantage_decile,usual_resident_population
3358,1034.8169844,7.0,998.16179582,7.0,3440.0
3360,957.44797366,3.0,930.27048535,3.0,803.0
3361,924.79652723,2.0,914.19340237,2.0,695.0
3363,975.49766472,4.0,939.70810037,3.0,3598.0
3364,1042.3430092,8.0,1011.201994,7.0,2272.0
3370,923.63499636,2.0,908.47999102,2.0,1900.0
3371,920.96106385,2.0,892.21092363,1.0,1090.0
3373,952.50987111,3.0,925.3142194,3.0,2453.0
3374,1019.3140924,6.0,978.86497575,6.0,425.0
3375,1003.6568699,6.0,992.01504266,6.0,236.0
3377,939.75695667,2.0,915.30502146,2.0,9602.0
3378,1064.924167,9.0,1069.9548341,9.0,140.0
3379,989.15005388,5.0,978.24221703,5.0,749.0
3380,925.4049267,2.0,897.52118691,2.0,6220.0
3381,1021.198212,7.0,991.09366923,6.0,1401.0
3384,979.45912416,4.0,942.56468533,4.0,608.0
3385,1034.4286347,7.0,995.23339507,6.0,541.0
3387,1033.3140629,7.0,1001.5540892,7.0,289.0
3388,960.69963183,3.0,956.20255089,4.0,567.0
3390,932.5227986,2.0,912.08016135,2.0,957.0
3391,974.10917141,4.0,959.11686713,4.0,181.0
3392,946.60567503,3.0,918.8092557,2.0,584.0
3393,937.57360297,2.0,908.00571161,2.0,2614.0
3395,938.69566426,2.0,929.41150337,3.0,350.0
3396,959.05053345,3.0,934.47496684,3.0,694.0
3400,966.60607587,3.0,938.38653076,3.0,15134.0
3401,1064.4443605,9.0,1024.7717845,8.0,4596.0
3407,1007.1039482,6.0,981.73942968,6.0,416.0
3409,1024.7873989,7.0,996.94971422,7.0,987.0
3412,915.17995714,2.0,909.3709147,2.0,295.0
3413,1078.5594199,10.0,1065.4169455,9.0,196.0
3414,930.79959305,2.0,907.403458,2.0,1719.0
3415,1082.1633655,10.0,1062.6714021,9.0,36.0
3418,959.92990071,3.0,942.49610374,4.0,2875.0
3419,992.03296795,5.0,960.71087495,5.0,891.0
3420,1047.334215,8.0,1025.3538914,8.0,283.0
3423,861.74865149,1.0,867.67727373,1.0,476.0
3424,955.72559686,3.0,936.44190762,3.0,750.0
3427,1032.9227356,7.0,1000.5740272,7.0,5669.0
3428,1011.9139126,6.0,995.11655114,6.0,668.0
3429,1029.4768169,7.0,1000.130862,7.0,39093.0
3430,1044.5364265,8.0,1025.9840712,8.0,303.0
3431,1075.0477062,9.0,1047.6862432,8.0,4390.0
3432,1044.021291,8.0,1025.5623961,8.0,185.0
3433,1066.2144212,9.0,1042.3498501,8.0,207.0
3434,1049.6033503,8.0,1014.8445054,7.0,6143.0
3435,1041.003656,8.0,1010.3442996,7.0,3228.0
3437,1078.7482481,10.0,1067.822883,9.0,11715.0
3438,1082.6420804,10.0,1068.180924,9.0,2509.0
3440,1095.5374994,10.0,1092.3510713,10.0,2073.0
3441,1114.6180823,10.0,1131.3412888,10.0,1450.0
3442,1065.4952142,9.0,1063.9138791,9.0,8586.0
3444,1032.683071,7.0,1015.3982616,7.0,10066.0
3446,1039.8142344,8.0,1013.3043613,7.0,1101.0
3447,1033.6300082,7.0,998.43763306,7.0,524.0
3448,1030.1766176,7.0,998.53465367,7.0,981.0
3450,986.01089408,5.0,980.71495454,6.0,7588.0
3451,1027.0270085,7.0,997.62812969,7.0,5819.0
3453,1029.5609514,7.0,1006.2990326,7.0,1852.0
3458,1057.6458503,9.0,1039.3248931,8.0,2330.0
3460,1002.2855126,6.0,992.05773844,6.0,2799.0
3461,1028.4133659,7.0,1007.308195,7.0,4614.0
3462,1007.0120993,6.0,970.15231325,5.0,1230.0
3463,1000.4086753,5.0,970.56611963,5.0,2588.0
3464,962.14727069,3.0,913.14677755,2.0,1192.0
3465,895.41258336,1.0,866.26679925,1.0,10111.0
3467,922.92980245,2.0,891.37243956,1.0,1356.0
3468,944.26536319,2.0,929.24152907,3.0,267.0
3469,967.36956468,4.0,950.61856739,4.0,269.0
3472,868.49989899,1.0,842.70542202,1.0,1492.0
3475,919.75365322,2.0,897.18753406,2.0,373.0
3477,1000.3067288,5.0,964.19646201,5.0,817.0
3478,927.22617019,2.0,897.6743082,2.0,2584.0
3480,958.55435183,3.0,927.67715177,3.0,1805.0
3482,1042.1142268,8.0,1021.2720615,8.0,207.0
3483,1007.0168049,6.0,981.27671966,6.0,882.0
3485,934.79695502,2.0,913.60607742,2.0,291.0
3487,971.11463926,4.0,961.61399888,5.0,82.0
3488,978.70501503,4.0,968.12591544,5.0,89.0
3489,979.58570154,4.0,966.67206109,5.0,62.0
3490,961.50885448,3.0,937.93644696,3.0,1292.0
3491,978.79833092,4.0,966.20192293,5.0,149.0
3494,957.32384837,3.0,924.44091981,3.0,641.0
3496,931.32032556,2.0,903.72907303,2.0,6464.0
3498,1020.2041942,7.0,974.16227629,5.0,5977.0
3500,915.50555206,2.0,908.91164895,2.0,34565.0
3501,1058.3784195,9.0,1020.1386688,7.0,2146.0
3505,957.41044479,3.0,921.72423903,3.0,5010.0
3506,1082.1734629,10.0,1059.9646553,9.0,33.0
3507,995.97158888,5.0,976.45605685,5.0,171.0
3509,968.78758215,4.0,963.25579794,5.0,228.0
3512,994.63277035,5.0,967.5357238,5.0,369.0
3515,1058.9487996,9.0,999.88076139,7.0,2516.0
3516,1027.5039006,7.0,987.68258936,6.0,722.0
3517,936.65930859,2.0,907.03922986,2.0,1497.0
3518,890.88594096,1.0,868.01616271,1.0,1321.0
3520,747.27501286,1.0,758.59351559,1.0,156.0
3521,1004.319489,6.0,960.52171493,5.0,772.0
3522,1010.7123757,6.0,983.67947602,6.0,338.0
3523,946.70351889,3.0,915.84967311,2.0,3965.0
3525,960.77741528,3.0,932.68792778,3.0,1369.0
3527,974.68792976,4.0,938.70642914,3.0,741.0
3529,1018.0482196,6.0,994.36570358,6.0,117.0
3530,1017.6133083,6.0,994.16723757,6.0,114.0
3531,1008.1685885,6.0,992.36592711,6.0,194.0
3533,946.96863274,3.0,917.06841737,2.0,744.0
3537,986.298567,5.0,956.69212339,4.0,1094.0
3540,884.0886851,1.0,878.40711694,1.0,263.0
3542,1035.5856039,7.0,1005.7241473,7.0,139.0
3544,1000.2669086,5.0,981.00417485,6.0,252.0
3546,965.28997899,3.0,949.67506319,4.0,346.0
3549,830.0621229,1.0,871.94074278,1.0,4017.0
3550,967.95445686,4.0,957.1375792,4.0,41839.0
3551,1049.7741259,8.0,1012.8695103,7.0,35614.0
3555,951.60098986,3.0,920.75033747,2.0,21043.0
3556,916.87521732,2.0,891.08342441,1.0,14088.0
3557,1022.1149925,7.0,973.96213152,5.0,853.0
3558,926.18405976,2.0,899.54601517,2.0,971.0
3559,1015.7935149,6.0,990.61012543,6.0,563.0
3561,957.38468711,3.0,925.48109649,3.0,4498.0
3562,1005.5572202,6.0,967.41576941,5.0,257.0
3563,932.43777314,2.0,896.82013142,2.0,850.0
3564,976.15800597,4.0,941.28740813,4.0,17080.0
3565,1026.5103513,7.0,989.95260474,6.0,134.0
3566,956.10995248,3.0,933.10243775,3.0,578.0
3567,950.93729097,3.0,919.97920184,2.0,665.0
3568,975.39674181,4.0,934.1163034,3.0,2947.0
3570,987.00525028,5.0,938.50746921,3.0,837.0
3571,1034.0941893,7.0,1024.4173182,8.0,305.0
3572,1047.8530124,8.0,1036.8264149,8.0,137.0
3573,989.34918082,5.0,970.66832537,5.0,340.0
3575,912.79685244,2.0,912.0952194,2.0,842.0
3576,1003.3127622,6.0,1006.7118876,7.0,60.0
3579,939.33542705,2.0,912.8181861,2.0,5450.0
3580,953.92333846,3.0,903.81889397,2.0,1101.0
3581,1025.7559261,7.0,985.38584356,6.0,147.0
3583,1002.6676204,6.0,963.8094731,5.0,162.0
3584,1013.6549133,6.0,964.78251797,5.0,1138.0
3585,963.80327903,3.0,942.12331721,4.0,11508.0
3586,1033.9036188,7.0,970.18623139,5.0,799.0
3588,947.56918874,3.0,902.72451087,2.0,404.0
3589,1034.5925186,7.0,984.03129592,6.0,359.0
3590,1007.7452428,6.0,955.38656719,4.0,337.0
3591,1021.3436179,7.0,967.46822716,5.0,163.0
3594,888.95936229,1.0,874.8261022,1.0,536.0
3595,834.09526314,1.0,819.00636743,1.0,673.0
3596,954.70183012,3.0,924.16905206,3.0,103.0
3597,961.07307643,3.0,955.22599796,4.0,458.0
3599,969.49606915,4.0,969.14443332,5.0,154.0
3607,1047.9485818,8.0,1019.2794492,7.0,160.0
3608,968.47839393,4.0,939.21964263,3.0,2825.0
3610,955.56133208,3.0,934.0998721,3.0,1600.0
3612,910.19935441,2.0,886.03367458,1.0,1801.0
3614,1026.1245444,7.0,993.03583193,6.0,927.0
3616,986.89949418,5.0,958.41503943,4.0,5605.0
3617,997.84603488,5.0,979.38140638,6.0,161.0
3618,885.766031,1.0,870.81100342,1.0,679.0
3620,960.24505171,3.0,926.12475326,3.0,8340.0
3621,954.42571017,3.0,916.57786971,2.0,2437.0
3622,991.08696569,5.0,975.05310526,5.0,537.0
3623,928.2584056,2.0,904.18384705,2.0,890.0
3624,932.34344839,2.0,902.15057437,2.0,563.0
3629,897.96282536,1.0,881.63238549,1.0,9536.0
3630,897.26438012,1.0,897.58399349,2.0,32151.0
3631,1039.4465528,8.0,1012.9264881,7.0,14605.0
3633,1044.4734511,8.0,1003.7763374,7.0,620.0
3634,1014.2834023,6.0,979.42094459,6.0,1888.0
3635,969.45175799,4.0,930.08444886,3.0,552.0
3636,951.72196499,3.0,923.42322692,3.0,5375.0
3637,996.23614815,5.0,962.72073542,5.0,642.0
3638,975.60813361,4.0,941.30882749,4.0,2199.0
3639,968.22545821,4.0,938.85585373,3.0,479.0
3640,983.36608226,4.0,963.98907621,5.0,1025.0
3641,975.29338108,4.0,930.69321208,3.0,1266.0
3644,934.22259786,2.0,907.59821847,2.0,9390.0
3646,993.30825166,5.0,972.4522857,5.0,601.0
3647,1072.3575794,9.0,1050.9604271,9.0,51.0
3649,971.67044069,4.0,940.22303588,3.0,478.0
3658,989.09130305,5.0,951.37618383,4.0,6251.0
3659,1029.6950906,7.0,1005.0602652,7.0,748.0
3660,922.67425947,2.0,903.32550024,2.0,7842.0
3662,1117.2250172,10.0,1064.7846336,9.0,1108.0
3663,1040.4099197,8.0,1012.7911494,7.0,183.0
3664,1010.9471768,6.0,978.65853704,6.0,1139.0
3665,1031.8003717,7.0,1006.0359262,7.0,397.0
3666,976.56687131,4.0,949.39523153,4.0,5142.0
3669,982.05160787,4.0,957.93645911,4.0,1475.0
3670,1005.9137674,6.0,962.31310347,5.0,596.0
3672,950.4355162,3.0,921.82958629,3.0,10822.0
3673,1025.6902277,7.0,991.52007163,6.0,1818.0
3675,1034.3660474,7.0,991.62800641,6.0,1936.0
3677,958.40032791,3.0,929.57585239,3.0,19214.0
3678,1058.6427424,9.0,1020.2567211,7.0,6568.0
3682,1000.7501738,5.0,972.58310372,5.0,645.0
3683,997.30715724,5.0,946.44423952,4.0,1748.0
3685,984.30583439,4.0,954.97289942,4.0,2935.0
3687,993.32351337,5.0,945.98067585,4.0,1061.0
3688,1048.5388307,8.0,994.69399802,6.0,1334.0
3690,951.81570237,3.0,927.09816832,3.0,35051.0
3691,1069.3350842,9.0,1034.6308577,8.0,12771.0
3695,1078.4431705,10.0,1039.2195174,8.0,488.0
3697,1041.8245684,8.0,995.8551466,6.0,568.0
3698,1060.5488496,9.0,1025.0523833,8.0,1012.0
3699,995.0236516,5.0,968.86831324,5.0,1242.0
3700,963.65628399,3.0,927.80022441,3.0,1403.0
3701,1019.5332415,7.0,987.48653039,6.0,1101.0
3704,1023.994037,7.0,993.98825552,6.0,26.0
3705,1023.994037,7.0,993.98825552,6.0,254.0
3707,976.75224688,4.0,949.83345382,4.0,1871.0
3708,1023.994037,7.0,993.98825552,6.0,66.0
3709,1014.4109046,6.0,989.84367895,6.0,307.0
3711,1023.733545,7.0,976.32255928,5.0,591.0
3712,998.22273824,5.0,950.15021545,4.0,354.0
3713,937.58251513,2.0,900.46536564,2.0,1023.0
3714,991.10352393,5.0,954.51257484,4.0,3749.0
3715,1028.0156659,7.0,985.81841175,6.0,371.0
3717,987.4859858,5.0,959.8004627,5.0,3544.0
3718,1024.6448851,7.0,1036.2164783,8.0,91.0
3719,1015.3872867,6.0,999.76555056,7.0,420.0
3720,1005.786513,6.0,958.49960063,4.0,666.0
3722,1024.2925926,7.0,982.60251797,6.0,5815.0
3723,1035.8802851,7.0,1006.9481266,7.0,3727.0
3725,1023.9259849,7.0,990.02651226,6.0,645.0
3726,1012.0534036,6.0,983.80768318,6.0,411.0
3727,978.19361188,4.0,956.61276206,4.0,303.0
3728,922.10765459,2.0,882.7105693,1.0,687.0
3730,981.98376192,4.0,942.76405462,4.0,9719.0
3732,972.87679047,4.0,959.83710279,5.0,608.0
3733,1016.5783351,6.0,1005.3536168,7.0,220.0
3735,1027.2690757,7.0,992.070016,6.0,638.0
3737,993.00857232,5.0,951.81764747,4.0,4426.0
3738,985.5528287,4.0,954.06584237,4.0,197.0
3739,985.5528287,4.0,954.06584237,4.0,239.0
3740,1065.7685241,9.0,1016.4328052,7.0,1183.0
3741,1050.1522965,8.0,1014.9246872,7.0,3426.0
3744,1056.3578868,8.0,1026.4284052,8.0,522.0
3746,1017.205202,6.0,980.77238015,6.0,382.0
3747,1029.2665422,7.0,1010.4101085,7.0,5054.0
3749,1058.0685417,9.0,1032.131073,8.0,2123.0
3750,1001.7889021,5.0,1002.1374356,7.0,24407.0
3751,983.4217306,4.0,991.97712146,6.0,150.0
3752,1036.4541433,7.0,1014.5554078,7.0,24989.0
3753,1041.0861441,8.0,1019.5537767,7.0,4642.0
3754,1038.6365121,8.0,1017.8644694,7.0,50494.0
3755,1059.5391709,9.0,1049.2972402,8.0,246.0
3756,1004.8615385,6.0,974.68038075,5.0,15931.0
3757,1026.1609244,7.0,990.30062613,6.0,9735.0
3758,1054.3053998,8.0,1008.2263958999999,7.0,2281.0
3759,1098.7549144,10.0,1087.7901147,9.0,1063.0
3760,1136.2134725,10.0,1105.0742346,10.0,356.0
3761,1070.5060806,9.0,1051.7310878,9.0,1186.0
3762,1076.5135296,9.0,1038.5361474,8.0,117.0
3763,1024.5597008,7.0,986.49813785,6.0,1662.0
3764,1012.0987222,6.0,977.13443157,5.0,10578.0
3765,1068.0797435,9.0,1033.6967986,8.0,6900.0
3766,1090.8785243,10.0,1068.7386455,9.0,1277.0
3767,1072.692683,9.0,1074.5228419,9.0,1271.0
3770,1062.4138196,9.0,1022.9160829,8.0,3306.0
3775,1071.0145192,9.0,1036.9101225,8.0,4080.0
3777,1014.4633834,6.0,981.23380146,6.0,10922.0
3778,1042.1677182,8.0,1004.5512095,7.0,201.0
3779,992.26430436,5.0,960.1735613,5.0,501.0
3781,1041.2318795,8.0,996.64105642,6.0,4638.0
3782,1067.7164815,9.0,1039.1035986,8.0,7974.0
3783,1047.0240525,8.0,1014.2358058,7.0,2559.0
3785,1081.4700545,10.0,1102.1212433,10.0,69.0
3786,1090.939392,10.0,1096.5320999,10.0,1524.0
3787,1071.4079282,9.0,1073.8086185,9.0,961.0
3788,1063.8546983,9.0,1062.0009202,9.0,1773.0
3789,1079.0843696,10.0,1101.1227871,10.0,294.0
3791,1082.2037413,10.0,1070.8091603,9.0,1418.0
3792,1077.3655982,9.0,1066.5893935,9.0,1046.0
3793,1041.3542927,8.0,1011.4619908,7.0,3651.0
3795,1061.6475354,9.0,1041.4482477,8.0,1323.0
3796,1050.9871159,8.0,1014.0279273,7.0,9799.0
3797,989.48761111,5.0,946.06428372,4.0,3764.0
3799,959.83592476,3.0,929.55553937,3.0,5951.0
3802,992.96448921,5.0,987.19804846,6.0,24455.0
3803,917.78667461,2.0,925.19018693,3.0,11355.0
3804,1065.704637,9.0,1062.2575006,9.0,8466.0
3805,988.21557806,5.0,978.48296888,6.0,58600.0
3806,1055.8717043,8.0,1043.8315887,8.0,51308.0
3807,1066.3836399,9.0,1047.9502862,8.0,7655.0
3808,1103.782112,10.0,1084.9324914,9.0,3147.0
3809,1058.0358336,9.0,1036.3831075,8.0,19662.0
3810,985.59060406,4.0,960.65222996,5.0,55588.0
3812,1048.6947099,8.0,1009.6660386,7.0,2488.0
3813,1046.36306,8.0,1012.8965402,7.0,963.0
3814,1038.0718231,8.0,989.23494225,6.0,2604.0
3815,1050.9136531,8.0,1006.4500364,7.0,3693.0
3816,971.96426132,4.0,939.35184563,3.0,3227.0
3818,995.98370945,5.0,957.94671107,4.0,17313.0
3820,1004.0196655,6.0,980.78213429,6.0,20054.0
3821,1065.2719253,9.0,1028.1544373,8.0,3142.0
3822,1026.9374816,7.0,987.34776935,6.0,1001.0
3823,1018.6565077,6.0,973.37710608,5.0,2117.0
3824,998.96163953,5.0,963.06428383,5.0,5438.0
3825,894.3144583,1.0,874.80866086,1.0,21078.0
3831,1013.7603711,6.0,980.55407594,6.0,2012.0
3832,1007.9520047,6.0,972.23634796,5.0,245.0
3833,976.27048392,4.0,938.06813812,3.0,340.0
3835,983.61258913,4.0,953.33401932,4.0,475.0
3840,861.13290468,1.0,850.26502483,1.0,17225.0
3842,888.79863721,1.0,871.13937604,1.0,4924.0
3844,989.32865251,5.0,958.52740399,4.0,31179.0
3847,956.24370194,3.0,917.22684336,2.0,2278.0
3850,970.71447195,4.0,950.9469023,4.0,15472.0
3851,986.77376877,5.0,955.73562221,4.0,6231.0
3854,1036.1736019,7.0,983.0264796,6.0,1478.0
3856,1027.025179,7.0,963.17357836,5.0,1085.0
3857,1026.485328,7.0,993.67008896,6.0,389.0
3858,958.61145487,3.0,917.08728213,2.0,3125.0
3859,997.44477656,5.0,967.05199595,5.0,945.0
3860,974.44101932,4.0,935.89585159,3.0,7455.0
3862,1004.7428317,6.0,959.251112,4.0,3547.0
3864,939.65677004,2.0,915.32464915,2.0,241.0
3865,971.1696712,4.0,933.54298185,3.0,527.0
3869,1028.7427134,7.0,983.33960825,6.0,1738.0
3870,991.47544955,5.0,958.60712243,4.0,1319.0
3871,997.33778057,5.0,963.53887728,5.0,3039.0
3873,989.1267012,5.0,962.68404224,5.0,324.0
3874,954.33672937,3.0,921.528042,3.0,610.0
3875,965.3573725,3.0,932.10967634,3.0,20015.0
3878,991.74526429,5.0,956.16405224,4.0,1306.0
3880,985.20956324,4.0,943.94180285,4.0,4235.0
3882,998.88800281,5.0,952.99899544,4.0,1322.0
3885,979.31923026,4.0,944.65392994,4.0,1876.0
3886,967.10384975,3.0,932.17902737,3.0,415.0
3887,947.26365487,3.0,934.88507971,3.0,268.0
3888,923.44981544,2.0,899.48825896,2.0,3502.0
3889,934.21392607,2.0,933.20248789,3.0,171.0
3890,866.8230149,1.0,869.27084643,1.0,335.0
3891,1019.2390046,6.0,1003.7078116,7.0,121.0
3892,987.69012802,5.0,954.05921188,4.0,1183.0
3893,984.23230014,4.0,977.5526251,5.0,25.0
3895,985.11821087,4.0,977.67278184,5.0,198.0
3896,994.64725319,5.0,976.05030582,5.0,351.0
3898,1009.1689271,6.0,978.57523094,6.0,705.0
3900,967.482991,4.0,945.8598489,4.0,173.0
3902,987.72882271,5.0,927.9214919,3.0,423.0
3903,960.6412635,3.0,934.21463026,3.0,861.0
3904,1029.074114,7.0,997.52523413,7.0,1899.0
3909,932.01695647,2.0,902.02248127,2.0,8713.0
3910,1037.5095745,8.0,1001.2255559,7.0,23588.0
3911,1035.933647,7.0,1003.1409596,7.0,3514.0
3912,1042.0551903,8.0,1002.411128,7.0,15633.0
3913,1033.0871061,7.0,1001.2866277,7.0,3449.0
3915,944.03727262,2.0,913.31669851,2.0,10723.0
3916,1115.8255328,10.0,1109.0091456,10.0,1036.0
3918,1038.3837919,8.0,991.96656721,6.0,4276.0
3919,992.57460811,5.0,940.3007215,3.0,3343.0
3920,1166.3710154,10.0,1090.1248967,9.0,1124.0
3921,997.44199078,5.0,998.40285948,7.0,139.0
3922,990.10502648,5.0,958.22039537,4.0,10118.0
3923,1063.0124791,9.0,1014.1119999,7.0,836.0
3925,1039.2094371,8.0,1002.38791,7.0,4550.0
3926,1090.6495836,10.0,1077.9329278,9.0,3421.0
3927,1093.7546322,10.0,1070.5394446,9.0,1857.0
3928,1095.8572033,10.0,1102.1770309,10.0,453.0
3929,1106.2737402,10.0,1111.4186875,10.0,1130.0
3930,1103.5538149,10.0,1115.3292959,10.0,18734.0
3931,1029.245235,7.0,1012.2820029,7.0,25759.0
3933,1079.1378627,10.0,1073.1901331,9.0,1004.0
3934,1078.6906058,10.0,1068.2679783,9.0,19846.0
3936,1025.8828047,7.0,998.3624766,7.0,13366.0
3937,1081.5397003,10.0,1091.3461369,10.0,1717.0
3938,1047.5680673,8.0,1016.1229981,7.0,3311.0
3939,990.49254656,5.0,955.17823549,4.0,15900.0
3940,941.75076802,2.0,911.30195153,2.0,5246.0
3941,1017.379447,6.0,986.6937268,6.0,13591.0
3942,1075.2763334,9.0,1055.8470531,9.0,2786.0
3943,1101.0408879,10.0,1099.427869,10.0,2013.0
3944,1117.9519249,10.0,1135.6409042,10.0,787.0
3945,1042.4315227,8.0,1005.9066879,7.0,1092.0
3946,1050.1451779,8.0,1015.7230919,7.0,303.0
3950,972.73725818,4.0,933.03690762,3.0,5133.0
3951,1069.7871519,9.0,1028.3101414,8.0,1020.0
3953,997.35041395,5.0,960.39213864,5.0,8194.0
3954,1049.070869,8.0,1009.8470967,7.0,366.0
3956,1010.0589364,6.0,978.45127795,5.0,3037.0
3957,1039.5627384,8.0,1016.8297405,7.0,310.0
3958,1078.4168177,10.0,1044.2241412,8.0,284.0
3959,1058.6473384,9.0,1015.509426,7.0,1223.0
3960,989.77606129,5.0,957.7336417,4.0,2715.0
3962,963.46416448,3.0,927.61455324,3.0,954.0
3964,983.09860885,4.0,942.20634928,4.0,174.0
3965,971.78488966,4.0,921.93771691,3.0,220.0
3966,963.00466975,3.0,934.8393423,3.0,544.0
3967,947.16754287,3.0,923.09072556,3.0,108.0
3971,940.80300071,2.0,911.67047937,2.0,4195.0
3975,1020.6167437,7.0,1025.5573118,8.0,18048.0
3976,904.33571189,1.0,907.22451586,2.0,26082.0
3977,989.9323548,5.0,974.72063541,5.0,117143.0
3978,1046.4429558,8.0,1037.2814749,8.0,43202.0
3979,1056.8525164,8.0,1016.1156722,7.0,365.0
3980,1022.8539895,7.0,968.81006494,5.0,3571.0
3981,1002.8158146,6.0,959.0508431,4.0,5437.0
3984,980.00992829,4.0,935.52701421,3.0,7374.0
3987,1025.7296784,7.0,980.93174015,6.0,1644.0
3988,1040.5182202,8.0,1005.1868932,7.0,1094.0
3990,985.81622528,4.0,948.92047646,4.0,118.0
3991,947.42813345,3.0,931.48928981,3.0,405.0
3992,998.97747472,5.0,954.51644012,4.0,1281.0
3995,955.62912985,3.0,918.59223253,2.0,11596.0
3996,1043.1386846,8.0,1012.1727793,7.0,6649.0
4000,1015.0239436,6.0,1074.6723051,9.0,20341.0
4005,1086.5554605,10.0,1127.6498346,10.0,17714.0
4006,1062.1396092,9.0,1091.1255666,9.0,24411.0
4007,1078.7809495,10.0,1106.1056414,10.0,15451.0
4008,988.61932064,5.0,934.99175819,3.0,373.0
4009,1088.1561861,10.0,1109.8070314,10.0,11.0
4010,1073.5276994,9.0,1089.2445846,9.0,3446.0
4011,1078.9817615,10.0,1103.7371356,10.0,15813.0
4012,1062.1546415,9.0,1071.3441478,9.0,23440.0
4013,1037.2409719,7.0,1046.4551161,8.0,4876.0
4014,1058.775436,9.0,1058.5237866,9.0,13190.0
4017,1029.6444001,7.0,1015.982897,7.0,37756.0
4018,991.11512992,5.0,980.44348671,6.0,14097.0
4019,954.32675786,3.0,938.7215881,3.0,20576.0
4020,992.11032828,5.0,985.9693371,6.0,25603.0
4021,928.41550624,2.0,903.81670031,2.0,9745.0
4022,947.22625679,3.0,923.58391008,3.0,7538.0
4025,1054.5136402,8.0,1022.6085333,8.0,309.0
4030,1073.3052095,9.0,1094.5760995,10.0,18592.0
4031,1070.8541983,9.0,1083.3969176,9.0,14292.0
4032,1005.2148206,6.0,1003.1372208,7.0,18389.0
4034,1027.7002937,7.0,1018.5822338,7.0,46741.0
4035,1093.5459855,10.0,1090.6990246,9.0,27323.0
4036,1019.736654,7.0,985.87851955,6.0,7000.0
4037,1101.4041645,10.0,1090.8563438,9.0,7822.0
4051,1079.8265966,10.0,1102.8915939,10.0,29574.0
4053,1058.1219176,9.0,1058.1055355,9.0,47604.0
4054,1035.7830627,7.0,1027.877804,8.0,13986.0
4055,1088.137413,10.0,1080.6720228,9.0,22364.0
4059,1039.7137122,8.0,1084.991666,9.0,13740.0
4060,1102.4954819,10.0,1137.4016132,10.0,13450.0
4061,1093.4962282,10.0,1108.9334916,10.0,17318.0
4064,1099.1754403,10.0,1139.9047296,10.0,12191.0
4065,1119.0706672,10.0,1161.6264228,10.0,10171.0
4066,1082.5615113,10.0,1114.7647213,10.0,18609.0
4067,1041.5064841,8.0,1091.477458,10.0,12220.0
4068,1073.5034603,9.0,1104.6976993,10.0,25676.0
4069,1109.7596317,10.0,1142.6539685,10.0,35527.0
4070,1092.6395648,10.0,1094.6016553,10.0,12045.0
4073,1091.6057379,10.0,1104.2723634,10.0,9293.0
4074,1078.1410423,9.0,1076.4543544,9.0,24071.0
4075,1072.5932435,9.0,1088.7169016,9.0,25506.0
4076,931.51930153,2.0,935.29499709,3.0,8353.0
4077,837.85880358,1.0,871.88870824,1.0,35805.0
4078,985.11991542,4.0,977.4538634,5.0,26263.0
4101,1039.3727557,8.0,1090.229449,9.0,35246.0
4102,1032.2548563,7.0,1070.819207,9.0,10823.0
4103,1042.1697384,8.0,1066.2946915,9.0,14995.0
4104,1067.4673154,9.0,1092.7964511,10.0,7062.0
4105,1046.0509882,8.0,1058.3113398,9.0,13929.0
4106,974.63481836,4.0,968.19404232,5.0,1672.0
4107,1041.1935079,8.0,1043.0121721,8.0,6790.0
4108,976.9927236,4.0,984.79012155,6.0,6188.0
4109,972.88975273,4.0,997.67496814,7.0,37703.0
4110,966.09071881,3.0,974.64660217,5.0,16461.0
4111,1064.5585151,9.0,1044.549334,8.0,1085.0
4112,1028.101878,7.0,1038.7667849,8.0,8737.0
4113,1012.5993625,6.0,1020.4665379,8.0,29524.0
4114,737.68557015,1.0,780.85349535,1.0,29702.0
4115,1028.667927,7.0,1016.9779629,7.0,20169.0
4116,1028.0824046,7.0,1033.0895485,8.0,27459.0
4117,950.35636404,3.0,951.14598734,4.0,2954.0
4118,966.43536352,3.0,940.60280933,4.0,31493.0
4119,1019.2180362,6.0,1022.8864852,8.0,6809.0
4120,1056.8600952,9.0,1073.6102156,9.0,10387.0
4121,1075.0860131,9.0,1095.5308986,10.0,26062.0
4122,1028.5886718,7.0,1035.1717682,8.0,47147.0
4123,1047.9660306,8.0,1047.9434722,8.0,22857.0
4124,1006.29465,6.0,979.96611672,6.0,23445.0
4125,983.07118453,4.0,951.62837673,4.0,12893.0
4127,965.05376779,3.0,955.54486184,4.0,27206.0
4128,1043.0200728,8.0,1021.1567626,8.0,16936.0
4129,999.56009428,5.0,963.03169436,5.0,6764.0
4130,1061.8905748,9.0,1048.1252727,8.0,9140.0
4131,866.06603958,1.0,872.55197278,1.0,11781.0
4132,847.57421783,1.0,845.11155763,1.0,27070.0
4133,934.59396735,2.0,919.12245949,2.0,22472.0
4151,1077.7138583,9.0,1098.9466937,10.0,18132.0
4152,1076.1064173,9.0,1090.0120982,9.0,47570.0
4153,1072.4878166,9.0,1074.3235938,9.0,4498.0
4154,1103.7870579,10.0,1122.0377114,10.0,11449.0
4155,1078.4382636,10.0,1091.5080431,10.0,1475.0
4156,1096.4418828,10.0,1103.77404,10.0,3388.0
4157,1014.895016,6.0,987.48167715,6.0,19771.0
